0.2000000000,1.0
0.4000000000,1.0
0.6000000000,1.0
0.8000000000,1.0
1.0000000000,1.0
1.2000000000,1.0
1.4000000000,1.0
1.6000000000,1.0
1.8000000000,1.0
2.0000000000,1.0
2.2000000000,1.0
2.4000000000,1.0
2.6000000000,1.0
2.8000000000,1.0
3.0000000000,1.0
3.2000000000,1.0
3.4000000000,1.0
3.6000000000,1.0
3.8000000000,1.0
4.0000000000,1.0
4.2000000000,1.0
4.4000000000,1.0
4.6000000000,1.0
4.8000000000,1.0
5.0000000000,1.0
5.2000000000,1.0
5.4000000000,1.0
5.6000000000,1.0
5.8000000000,1.0
6.0000000000,1.0
6.2000000000,1.0
6.4000000000,1.0
6.6000000000,1.0
6.8000000000,1.0
7.0000000000,1.0
7.2000000000,1.0
7.4000000000,1.0
7.6000000000,1.0
7.8000000000,1.0
8.0000000000,1.0
8.2000000000,1.0
8.4000000000,1.0
8.6000000000,1.0
8.8000000000,1.0
9.0000000000,1.0
9.2000000000,1.0
