0.2000000000,1.0
0.4000000000,1.0
0.6000000000,1.0
0.8000000000,1.0
1.0000000000,1.0
1.2000000000,1.0
1.4000000000,1.0
1.6000000000,1.0
1.8000000000,1.0
2.0000000000,1.0
2.2000000000,1.0
2.4000000000,1.0
2.6000000000,1.0
2.8000000000,1.0
3.0000000000,1.0
3.2000000000,1.0
3.4000000000,1.0
3.6000000000,1.0
3.8000000000,1.0
4.0000000000,0.997
4.2000000000,0.98
4.4000000000,0.9418181818181818
4.6000000000,0.9017391304347826
4.8000000000,0.865
5.0000000000,0.8304
5.2000000000,0.7984615384615384
5.4000000000,0.7688888888888888
5.6000000000,0.7414285714285714
5.8000000000,0.7158620689655173
6.0000000000,0.692
6.2000000000,0.6696774193548387
6.4000000000,0.64875
6.6000000000,0.6290909090909091
6.8000000000,0.6105882352941177
7.0000000000,0.5931428571428572
7.2000000000,0.5766666666666667
7.4000000000,0.5610810810810811
7.6000000000,0.5463157894736842
7.8000000000,0.5323076923076923
8.0000000000,0.519
8.2000000000,0.5063414634146342
8.4000000000,0.4942857142857143
8.6000000000,0.4827906976744186
8.8000000000,0.4718181818181818
9.0000000000,0.4613333333333333
9.2000000000,0.45130434782608697
9.4000000000,0.44170212765957445
9.6000000000,0.4325
9.8000000000,0.4236734693877551
10.0000000000,0.4152
